,verse,text,category,pericope
671,Matthew 27:45-54,"Now from the sixth hour there was darkness over all the land until the ninth hour.
About the ninth hour Jesus cried with a loud voice, saying,
“Eli, Eli, lima
sabachthani?”
 That is,
“My God, my God, why have you forsaken me?”
Some of them who stood there, when they heard it, said, “This man is calling Elijah.”
Immediately one of them ran, and took a sponge, and filled it with vinegar, and put it on a reed, and gave him a drink.
The rest said, “Let him be. Let’s see whether Elijah comes to save him.”
Jesus cried again with a loud voice, and yielded up his spirit.
Behold, the veil of the temple was torn in two from the top to the bottom. The earth quaked and the rocks were split.
The tombs were opened, and many bodies of the saints who had fallen asleep were raised;
and coming out of the tombs after his resurrection, they entered into the holy city and appeared to many.
Now the centurion, and those who were with him watching Jesus, when they saw the earthquake, and the things that were done, feared exceedingly, saying, “Truly this was the Son of God.”
",passion,The Death of Jesus
672,Mark 15:33-39,"When the sixth hour
 had come, there was darkness over the whole land until the ninth hour.

At the ninth hour Jesus cried with a loud voice, saying,
“Eloi, Eloi, lama sabachthani?” which is, being interpreted,
“My God, my God, why have you forsaken me?”

Some of those who stood by, when they heard it, said, “Behold, he is calling Elijah.”
One ran, and filling a sponge full of vinegar, put it on a reed, and gave it to him to drink, saying, “Let him be. Let’s see whether Elijah comes to take him down.”
Jesus cried out with a loud voice, and gave up the spirit.
The veil of the temple was torn in two from the top to the bottom.
When the centurion, who stood by opposite him, saw that he cried out like this and breathed his last, he said, “Truly this man was the Son of God!”
",passion,The Death of Jesus
673,Luke 23:44-48,"It was now about the sixth hour, and darkness came over the whole land until the ninth hour.
The sun was darkened, and the veil of the temple was torn in two.
Jesus, crying with a loud voice, said,
“Father, into your hands I commit my spirit!” Having said this, he breathed his last.
When the centurion saw what was done, he glorified God, saying, “Certainly this was a righteous man.”
All the multitudes that came together to see this, when they saw the things that were done, returned home beating their breasts.
",passion,The Death of Jesus
674,John 19:28-30,"After this, Jesus, seeing that all things were now finished, that the Scripture might be fulfilled, said,
“I am thirsty.”
Now a vessel full of vinegar was set there; so they put a sponge full of the vinegar on hyssop, and held it at his mouth.
When Jesus therefore had received the vinegar, he said,
“It is finished.” He bowed his head, and gave up his spirit.
",passion,The Death of Jesus
675,Matthew 27:55-56,"Many women were there watching from afar, who had followed Jesus from Galilee, serving him.
Among them were Mary Magdalene, Mary the mother of James and Joses, and the mother of the sons of Zebedee.
",passion,Witnesses of the Crucifixion
676,Mark 15:40-41,"There were also women watching from afar, among whom were both Mary Magdalene, and Mary the mother of James the less and of Joses, and Salome;
who, when he was in Galilee, followed him, and served him; and many other women who came up with him to Jerusalem.
",passion,Witnesses of the Crucifixion
677,Luke 23:49,"All his acquaintances, and the women who followed with him from Galilee, stood at a distance, watching these things.
",passion,Witnesses of the Crucifixion
678,John 19:25-27,"But there were standing by the cross of Jesus his mother, and his mother’s sister, Mary the wife of Clopas, and Mary Magdalene.
Therefore when Jesus saw his mother, and the disciple whom he loved standing there, he said to his mother,
“Woman, behold, your son!”

Then he said to the disciple,
“Behold, your mother!” From that hour, the disciple took her to his own home.
",passion,Witnesses of the Crucifixion
679,John 19:31-37,"Therefore the Jews, because it was the Preparation Day, so that the bodies wouldn’t remain on the cross on the Sabbath (for that Sabbath was a special one), asked of Pilate that their legs might be broken, and that they might be taken away.
Therefore the soldiers came, and broke the legs of the first, and of the other who was crucified with him;
but when they came to Jesus, and saw that he was already dead, they didn’t break his legs.
However one of the soldiers pierced his side with a spear, and immediately blood and water came out.
He who has seen has testified, and his testimony is true. He knows that he tells the truth, that you may believe.
For these things happened, that the Scripture might be fulfilled, “A bone of him will not be broken.”
Again another Scripture says, “They will look on him whom they pierced.”
",passion,Jesus' Side Pierced
680,Matthew 27:57-61,"When evening had come, a rich man from Arimathaea, named Joseph, who himself was also Jesus’ disciple came.
This man went to Pilate, and asked for Jesus’ body. Then Pilate commanded the body to be given up.
Joseph took the body, and wrapped it in a clean linen cloth,
and laid it in his own new tomb, which he had cut out in the rock, and he rolled a great stone against the door of the tomb, and departed.
Mary Magdalene was there, and the other Mary, sitting opposite the tomb.
",passion,The Burial of Jesus
681,Mark 15:42-47,"When evening had now come, because it was the Preparation Day, that is, the day before the Sabbath,
Joseph of Arimathaea, a prominent council member who also himself was looking for God’s Kingdom, came. He boldly went in to Pilate, and asked for Jesus’ body.
Pilate marveled if he were already dead; and summoning the centurion, he asked him whether he had been dead long.
When he found out from the centurion, he granted the body to Joseph.
He bought a linen cloth, and taking him down, wound him in the linen cloth, and laid him in a tomb which had been cut out of a rock. He rolled a stone against the door of the tomb.
Mary Magdalene and Mary, the mother of Joses, saw where he was laid.
",passion,The Burial of Jesus
